index,element,moment_muB
0,Co,0.0000
1,Co,0.0000
2,Co,0.0000
3,Co,2.6360
4,Co,-2.6360
5,Co,0.0000
6,O,0.0280
7,O,-0.0280
8,O,0.0280
9,O,0.0280
10,O,0.0280
11,O,-0.0280
12,O,-0.0280
13,O,-0.0280
