index,element,moment_muB
0,Ni,1.4190
1,Ni,1.4190
2,Ni,1.4190
3,Ni,1.4190
4,H,0.0040
5,H,0.0040
6,H,0.0040
7,H,0.0040
8,O,-0.1860
9,O,-0.1860
10,O,-0.1860
11,O,-0.1860
12,O,-0.1860
13,O,-0.1860
14,O,-0.1860
15,O,-0.1860
