index,element,moment_muB
0,Co,-0.0530
1,Co,-0.0530
2,Co,-0.1440
3,Ni,1.5480
4,H,0.0000
5,H,0.0000
6,H,0.0000
7,H,0.0000
8,O,-0.0090
9,O,-0.0620
10,O,-0.0620
11,O,-0.0010
12,O,-0.0010
13,O,-0.0620
14,O,-0.0620
15,O,-0.0090
